age,website_visits,time_spent_on_website,print_media_type1,print_media_type2,digital_media,educational_channels,referral,status,current_occupation_Student,current_occupation_Unemployed,first_interaction_Website,last_activity_Phone Activity,last_activity_Website Activity,age_group_26-35,age_group_36-45,age_group_46-55,age_group_55+,profile_completed_high,profile_completed_medium
57,1,6,0,0,0,0,0,1,False,False,True,True,False,False,False,False,True,1,0
41,5,82,1,0,0,0,0,0,False,False,False,False,True,False,True,False,False,0,1
56,2,332,1,0,0,0,0,0,False,False,False,False,False,False,False,False,True,1,0
39,2,378,1,0,0,1,0,0,False,False,False,False,False,False,True,False,False,0,1
29,3,379,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False,0,1
51,3,73,0,0,1,0,0,0,False,True,True,False,False,False,False,True,False,0,1
59,25,311,0,0,1,0,0,0,False,True,False,True,False,False,False,False,True,0,1
19,3,1382,0,1,0,0,0,0,True,False,True,True,False,False,False,False,False,1,0
59,2,1453,0,0,0,0,0,0,False,False,False,False,True,False,False,False,True,1,0
59,4,231,0,0,0,1,0,0,False,True,False,False,True,False,False,False,True,0,0
19,4,106,0,0,0,0,0,0,True,False,True,True,False,False,False,False,False,0,1
43,4,57,1,0,0,0,0,0,False,True,False,True,False,False,True,False,False,1,0
58,4,490,0,0,0,0,0,1,False,False,False,False,False,False,False,False,True,0,1
42,2,222,0,0,0,0,0,1,False,True,True,True,False,False,True,False,False,1,0
61,6,1028,0,0,0,0,0,1,False,True,True,False,True,False,False,False,True,0,1
45,2,1,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,1,0
60,1,42,0,1,0,0,0,1,False,False,True,False,True,False,False,False,True,1,0
52,2,2449,0,0,0,0,0,0,False,True,False,True,False,False,False,True,False,1,0
24,2,147,0,0,0,0,0,0,True,False,False,True,False,False,False,False,False,0,1
56,3,618,0,0,0,0,0,0,False,True,False,False,False,False,False,False,True,0,1
53,3,1353,0,0,0,0,0,1,False,False,True,False,False,False,False,True,False,1,0
36,1,1935,0,0,0,1,0,0,False,True,True,False,False,False,True,False,False,1,0
43,5,2024,0,0,0,0,0,0,False,True,False,True,False,False,True,False,False,1,0
54,3,194,0,0,0,1,0,0,False,False,False,False,True,False,False,True,False,1,0
18,8,1931,0,0,0,0,0,0,True,False,True,False,True,False,False,False,False,1,0
22,4,216,0,0,0,0,0,0,True,False,True,False,True,False,False,False,False,1,0
55,2,2286,0,0,0,1,0,0,False,True,True,False,False,False,False,True,False,0,1
49,1,1,0,0,0,1,0,0,False,False,False,False,False,False,False,True,False,1,0
35,2,46,0,0,0,0,0,0,False,False,True,False,False,True,False,False,False,0,1
49,7,165,0,0,0,0,0,0,False,True,False,False,True,False,False,True,False,1,0
58,2,72,1,0,0,1,0,1,False,False,True,False,True,False,False,False,True,1,0
45,2,685,0,0,0,0,0,1,False,False,True,False,False,False,True,False,False,1,0
57,2,423,1,0,0,1,0,0,False,False,False,True,False,False,False,False,True,0,1
32,4,246,0,0,0,0,0,0,False,True,True,False,True,True,False,False,False,0,1
49,0,0,1,0,0,0,0,1,False,True,True,False,False,False,False,True,False,1,0
59,1,989,0,0,0,0,0,1,False,False,True,False,False,False,False,False,True,0,1
60,3,677,1,0,0,0,0,1,False,True,True,False,False,False,False,False,True,1,0
46,3,1367,0,0,0,1,0,1,False,False,True,False,False,False,False,True,False,1,0
60,2,2270,0,0,0,0,0,0,False,False,False,True,False,False,False,False,True,0,1
57,4,131,0,0,0,0,0,0,False,False,True,False,True,False,False,False,True,1,0
34,5,1445,0,0,0,0,0,1,False,False,False,False,True,True,False,False,False,1,0
32,3,75,0,0,0,0,0,0,False,False,False,False,True,True,False,False,False,0,1
59,2,574,0,0,0,0,0,1,False,False,True,True,False,False,False,False,True,0,1
57,3,212,0,0,0,0,0,0,False,False,False,False,True,False,False,False,True,1,0
58,7,1565,0,0,0,0,0,1,False,False,True,False,False,False,False,False,True,1,0
38,2,325,0,0,0,0,0,0,False,True,True,True,False,False,True,False,False,1,0
54,4,57,1,0,0,0,0,0,False,False,False,False,False,False,False,True,False,0,1
58,4,88,0,0,0,0,0,0,False,False,True,False,False,False,False,False,True,0,1
48,2,2230,0,0,0,0,0,1,False,False,True,False,False,False,False,True,False,0,1
43,5,272,1,0,0,0,0,0,False,True,True,True,False,False,True,False,False,0,1
31,1,187,0,0,0,1,0,1,False,False,True,False,False,True,False,False,False,1,0
56,5,295,0,0,0,0,0,0,False,False,True,False,False,False,False,False,True,0,1
48,3,344,0,0,0,0,0,0,False,True,True,True,False,False,False,True,False,0,1
33,1,329,0,0,0,0,0,0,False,False,True,False,True,True,False,False,False,0,1
56,2,183,0,1,0,0,0,1,False,False,True,False,False,False,False,False,True,1,0
57,2,1295,0,0,0,0,0,1,False,False,True,False,False,False,False,False,True,0,1
39,2,643,0,0,0,0,0,1,False,False,True,False,False,False,True,False,False,1,0
57,2,1152,0,0,0,0,0,0,False,True,False,False,True,False,False,False,True,1,0
58,4,49,1,0,0,0,0,0,False,False,False,False,False,False,False,False,True,0,1
44,4,1865,0,0,1,0,0,1,False,True,False,False,True,False,True,False,False,1,0
59,5,37,0,0,0,0,0,0,False,False,True,False,False,False,False,False,True,0,1
56,2,561,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,0,1
58,3,110,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,0,1
58,7,2353,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,0,1
24,3,149,0,0,0,0,0,0,True,False,False,False,False,False,False,False,False,1,0
59,2,246,0,0,0,1,0,0,False,True,False,True,False,False,False,False,True,0,1
35,4,177,0,0,0,0,0,0,False,False,True,False,False,True,False,False,False,0,1
54,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,True,False,1,0
46,1,268,0,0,1,0,0,1,False,False,True,False,True,False,False,True,False,1,0
24,2,224,0,0,1,0,0,0,True,False,True,False,False,False,False,False,False,0,1
60,7,47,0,0,1,0,0,1,False,True,True,False,True,False,False,False,True,1,0
45,5,2062,0,0,0,0,0,1,False,True,True,False,False,False,True,False,False,1,0
59,2,41,0,0,1,0,0,1,False,True,True,True,False,False,False,False,True,1,0
32,3,642,0,0,0,0,0,1,False,True,False,False,True,True,False,False,False,0,1
58,7,476,0,0,0,1,0,0,False,False,False,False,False,False,False,False,True,0,1
49,2,194,1,0,0,0,1,0,False,False,True,False,False,False,False,True,False,0,1
24,8,304,1,0,0,0,0,0,True,False,True,False,True,False,False,False,False,1,0
56,4,894,0,0,1,1,0,0,False,False,True,False,False,False,False,False,True,0,0
24,8,563,0,0,0,0,0,1,True,False,True,False,False,False,False,False,False,1,0
39,2,568,0,1,0,0,0,1,False,False,True,False,False,False,True,False,False,1,0
53,5,392,0,0,0,0,0,0,False,True,False,False,False,False,False,True,False,0,1
59,4,504,0,0,0,0,0,0,False,False,True,True,False,False,False,False,True,0,1
55,3,561,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,0,1
56,3,2000,0,1,0,0,0,0,False,False,False,False,True,False,False,False,True,1,0
34,2,385,0,0,0,0,0,1,False,False,True,True,False,True,False,False,False,1,0
24,5,1374,0,0,1,0,0,0,True,False,True,True,False,False,False,False,False,1,0
46,3,1098,1,0,0,0,0,1,False,True,True,False,True,False,False,True,False,0,1
29,8,1210,0,0,0,0,0,1,False,False,True,False,False,True,False,False,False,1,0
46,2,2509,0,0,0,0,0,1,False,False,True,False,False,False,False,True,False,1,0
32,5,690,0,0,0,0,0,1,False,False,True,False,True,True,False,False,False,0,1
38,2,99,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False,0,1
32,8,1537,0,1,0,0,0,0,False,False,False,True,False,True,False,False,False,1,0
60,4,1054,0,1,1,0,0,0,False,False,True,True,False,False,False,False,True,0,1
41,1,1542,0,0,0,0,0,0,False,False,True,True,False,False,True,False,False,0,1
59,5,586,0,0,1,0,0,0,False,True,False,True,False,False,False,False,True,0,1
57,6,536,0,0,0,1,0,0,False,True,False,False,True,False,False,False,True,1,0
50,8,1731,0,0,0,0,0,1,False,True,True,False,False,False,False,True,False,1,0
44,4,654,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,1,0
18,5,466,0,0,0,0,0,0,True,False,True,True,False,False,False,False,False,0,1
37,7,2292,0,0,0,0,0,1,False,False,True,False,True,False,True,False,False,1,0
54,1,1606,0,0,1,0,0,0,False,True,False,True,False,False,False,True,False,1,0
63,2,58,0,0,0,0,0,0,False,True,True,False,False,False,False,False,True,0,1
48,2,642,0,0,0,0,0,0,False,True,False,False,False,False,False,True,False,1,0
56,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,True,0,1
60,2,618,1,0,0,0,0,1,False,False,True,False,False,False,False,False,True,0,1
20,5,276,0,0,0,1,0,0,True,False,False,True,False,False,False,False,False,0,1
62,3,1579,0,0,0,0,0,0,False,True,True,False,True,False,False,False,True,1,0
20,4,173,0,0,1,0,0,0,True,False,True,False,False,False,False,False,False,1,0
56,2,1687,0,0,1,1,0,1,False,False,True,False,False,False,False,False,True,1,0
29,2,1,1,0,0,0,0,0,False,False,False,True,False,True,False,False,False,0,1
34,0,0,0,1,0,1,0,0,False,False,True,False,False,True,False,False,False,0,1
20,4,45,0,0,0,0,0,0,True,False,True,True,False,False,False,False,False,1,0
58,3,1592,0,0,0,1,0,1,False,False,True,False,True,False,False,False,True,1,0
33,4,325,1,0,0,0,0,0,False,False,False,False,False,True,False,False,False,0,1
33,4,2285,0,0,1,0,0,1,False,False,False,False,False,True,False,False,False,1,0
41,7,88,0,0,0,0,0,1,False,True,True,False,False,False,True,False,False,1,0
33,4,207,0,0,0,0,0,0,False,True,True,True,False,True,False,False,False,1,0
22,2,1718,0,0,0,0,0,0,True,False,False,True,False,False,False,False,False,0,1
59,1,289,0,0,0,0,0,0,False,False,True,False,False,False,False,False,True,0,1
59,1,55,0,0,0,0,0,0,False,False,True,True,False,False,False,False,True,0,1
36,1,466,0,0,0,0,0,1,False,False,True,False,False,False,True,False,False,0,1
55,0,0,1,0,0,0,0,0,False,True,False,False,False,False,False,True,False,1,0
32,3,75,0,0,0,0,0,0,False,True,True,True,False,True,False,False,False,0,1
38,2,401,0,0,1,0,0,0,False,True,False,False,True,False,True,False,False,0,0
28,4,288,1,0,0,1,0,0,False,False,True,False,False,True,False,False,False,0,1
51,5,84,0,0,0,0,0,0,False,False,False,False,True,False,False,True,False,1,0
59,3,180,1,0,0,0,0,0,False,False,True,True,False,False,False,False,True,0,1
38,6,198,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,1,0
61,2,388,0,0,1,0,0,0,False,True,False,False,True,False,False,False,True,1,0
58,2,648,0,0,0,0,0,1,False,True,True,True,False,False,False,False,True,1,0
19,3,288,0,0,1,0,0,0,True,False,False,True,False,False,False,False,False,1,0
63,1,1775,0,0,0,0,0,0,False,True,False,False,False,False,False,False,True,1,0
20,5,86,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,0,1
41,0,0,1,1,0,1,0,0,False,False,False,True,False,False,True,False,False,0,0
55,2,1236,0,0,0,0,0,0,False,True,False,False,False,False,False,True,False,0,1
60,4,380,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,1,0
20,2,2073,0,0,0,0,0,0,True,False,True,True,False,False,False,False,False,0,1
32,9,2001,0,0,0,0,0,0,False,True,True,False,False,True,False,False,False,0,1
59,4,118,0,0,0,0,0,0,False,False,False,True,False,False,False,False,True,1,0
36,4,2365,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,0,1
56,4,1791,0,0,0,1,0,1,False,True,True,True,False,False,False,False,True,1,0
57,14,66,0,0,0,1,0,0,False,False,False,False,False,False,False,False,True,1,0
46,13,2072,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,0,1
33,5,1629,0,0,0,0,0,0,False,True,True,False,False,True,False,False,False,1,0
33,2,1181,0,0,0,0,0,0,False,False,False,False,False,True,False,False,False,1,0
32,4,2280,0,0,0,0,0,0,False,False,True,True,False,True,False,False,False,0,1
34,4,419,0,0,1,0,0,0,False,False,False,False,False,True,False,False,False,1,0
24,2,1716,1,0,0,0,0,1,True,False,True,False,False,False,False,False,False,1,0
32,4,1942,0,0,0,0,0,0,False,True,False,True,False,True,False,False,False,1,0
51,3,494,0,0,1,0,0,1,False,True,True,False,True,False,False,True,False,0,1
46,5,339,0,0,0,0,0,0,False,True,True,False,True,False,False,True,False,0,1
21,2,2225,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,0,1
46,11,606,0,0,1,0,0,0,False,False,True,True,False,False,False,True,False,0,1
32,0,0,1,0,0,0,0,0,False,True,False,False,False,True,False,False,False,1,0
57,4,341,0,0,0,0,0,1,False,False,True,False,False,False,False,False,True,1,0
59,7,389,0,0,0,0,0,0,False,True,False,False,False,False,False,False,True,0,1
50,2,68,0,0,0,0,0,1,False,True,True,False,False,False,False,True,False,1,0
63,1,300,0,0,0,0,0,0,False,True,False,False,False,False,False,False,True,0,1
58,1,65,0,0,0,1,0,0,False,False,False,False,True,False,False,False,True,1,0
58,8,57,0,1,0,0,0,0,False,False,True,False,False,False,False,False,True,1,0
50,3,93,0,0,0,0,0,1,False,False,True,True,False,False,False,True,False,1,0
58,1,576,0,0,0,0,0,1,False,True,True,False,False,False,False,False,True,1,0
21,5,297,0,0,0,0,0,0,True,False,False,True,False,False,False,False,False,1,0
22,1,206,0,0,0,0,0,0,True,False,False,True,False,False,False,False,False,1,0
43,8,1741,0,0,0,0,0,1,False,True,True,True,False,False,True,False,False,1,0
43,4,97,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,0,1
50,2,158,1,1,0,0,0,0,False,False,True,False,False,False,False,True,False,0,0
48,2,1942,0,0,0,1,0,0,False,True,True,True,False,False,False,True,False,0,1
32,2,90,0,0,1,1,0,0,False,True,True,False,False,True,False,False,False,0,1
60,2,703,0,0,0,1,0,0,False,False,True,True,False,False,False,False,True,1,0
56,1,72,0,0,0,0,0,1,False,False,True,True,False,False,False,False,True,1,0
57,1,2215,0,0,0,0,0,1,False,False,True,False,False,False,False,False,True,1,0
57,5,248,0,0,0,0,0,0,False,False,False,True,False,False,False,False,True,0,0
26,7,594,0,0,0,1,0,0,False,False,False,True,False,True,False,False,False,1,0
48,3,450,1,0,1,0,0,0,False,True,True,True,False,False,False,True,False,0,1
31,2,76,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False,0,1
58,2,197,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,1,0
18,3,406,0,0,0,0,0,0,True,False,False,True,False,False,False,False,False,1,0
59,3,2202,0,0,0,0,0,1,False,True,True,False,False,False,False,False,True,0,1
28,0,0,0,0,0,1,0,1,False,False,True,False,False,True,False,False,False,1,0
33,5,1425,1,0,0,0,0,0,False,True,True,False,True,True,False,False,False,1,0
50,6,2017,0,0,0,0,0,0,False,True,False,True,False,False,False,True,False,0,1
57,3,1,0,0,0,0,0,0,False,False,True,False,True,False,False,False,True,0,1
52,4,31,0,0,0,0,0,0,False,True,False,True,False,False,False,True,False,0,1
43,4,30,0,0,0,0,0,1,False,False,True,False,False,False,True,False,False,1,0
36,3,2017,0,0,1,0,0,1,False,False,True,False,True,False,True,False,False,0,1
39,4,272,0,0,0,0,0,0,False,False,False,False,True,False,True,False,False,1,0
50,1,1188,1,0,0,0,0,1,False,False,False,False,True,False,False,True,False,1,0
32,3,460,0,0,0,0,0,0,False,True,True,False,False,True,False,False,False,0,1
56,5,348,0,0,0,0,0,0,False,True,True,False,True,False,False,False,True,0,1
60,5,1547,0,0,0,0,0,1,False,False,True,False,False,False,False,False,True,0,1
23,7,2040,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,0,1
51,3,415,0,0,0,0,0,0,False,True,True,False,False,False,False,True,False,1,0
59,2,2233,0,0,0,0,1,1,False,False,False,False,True,False,False,False,True,0,1
58,3,342,0,0,0,1,0,1,False,True,True,False,True,False,False,False,True,1,0
37,3,196,0,0,0,0,0,0,False,True,True,True,False,False,True,False,False,1,0
32,1,20,0,0,0,0,0,0,False,True,True,False,True,True,False,False,False,1,0
22,5,93,0,0,0,1,0,0,True,False,True,True,False,False,False,False,False,1,0
30,2,71,0,0,0,0,0,1,False,False,True,False,False,True,False,False,False,1,0
57,2,280,0,0,0,0,0,0,False,True,False,False,False,False,False,False,True,0,1
23,8,485,0,0,1,0,0,0,True,False,True,True,False,False,False,False,False,1,0
19,4,257,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,0,1
55,13,1273,0,0,0,0,0,0,False,False,True,True,False,False,False,True,False,1,0
55,5,1800,0,0,0,0,0,1,False,False,True,False,False,False,False,True,False,0,1
35,1,2495,0,0,0,0,0,1,False,True,True,False,True,True,False,False,False,0,1
39,2,388,1,0,0,1,0,0,False,True,True,False,True,False,True,False,False,1,0
37,13,1482,0,0,1,1,0,1,False,True,False,False,True,False,True,False,False,0,1
59,3,1969,0,0,0,0,0,1,False,False,True,False,False,False,False,False,True,0,1
57,3,1009,0,0,0,0,0,0,False,False,False,True,False,False,False,False,True,0,1
58,3,433,0,0,0,0,0,1,False,False,True,False,True,False,False,False,True,0,1
33,0,0,0,0,0,0,0,0,False,True,True,False,False,True,False,False,False,0,1
57,2,1,0,0,0,0,0,1,False,False,True,True,False,False,False,False,True,1,0
40,2,343,0,0,0,0,0,0,False,True,False,False,True,False,True,False,False,0,1
59,1,341,0,0,0,1,0,0,False,True,True,False,False,False,False,False,True,0,1
33,5,58,0,0,0,0,0,0,False,False,False,True,False,True,False,False,False,1,0
58,2,365,0,0,0,0,0,1,False,True,True,True,False,False,False,False,True,1,0
47,3,481,0,0,0,0,0,0,False,True,True,False,False,False,False,True,False,0,0
32,2,1945,0,0,0,0,0,0,False,False,True,True,False,True,False,False,False,1,0
58,8,1707,0,0,0,1,0,0,False,True,False,False,False,False,False,False,True,0,1
21,6,360,0,0,0,0,0,0,True,False,True,False,True,False,False,False,False,0,1
45,3,383,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,0,1
58,1,1050,1,0,1,0,0,0,False,False,False,False,True,False,False,False,True,0,1
60,2,65,0,0,0,0,0,0,False,False,True,True,False,False,False,False,True,0,1
58,8,396,0,0,0,0,0,0,False,True,True,True,False,False,False,False,True,0,1
43,4,1815,0,1,0,0,0,1,False,False,True,False,False,False,True,False,False,1,0
59,3,1963,0,0,0,0,0,1,False,False,True,False,False,False,False,False,True,1,0
23,2,2317,0,0,1,0,0,0,True,False,False,True,False,False,False,False,False,1,0
30,2,48,0,0,0,0,0,1,False,False,True,False,True,True,False,False,False,1,0
28,3,40,0,1,0,1,0,1,False,False,True,True,False,True,False,False,False,1,0
57,1,348,0,0,0,0,0,0,False,False,True,True,False,False,False,False,True,0,1
58,3,726,0,0,0,0,0,1,False,False,True,False,True,False,False,False,True,0,1
22,5,367,1,0,0,0,0,0,True,False,False,True,False,False,False,False,False,1,0
37,2,2132,0,0,0,0,0,0,False,True,False,True,False,False,True,False,False,1,0
60,2,1854,0,0,0,0,0,0,False,False,True,True,False,False,False,False,True,0,1
48,5,1120,0,0,0,0,0,1,False,False,False,True,False,False,False,True,False,1,0
37,2,76,0,0,1,1,0,0,False,False,False,False,True,False,True,False,False,0,1
20,1,616,0,0,0,0,0,0,True,False,False,True,False,False,False,False,False,1,0
43,2,2074,0,0,0,0,0,0,False,True,False,True,False,False,True,False,False,0,1
41,9,1548,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False,0,1
18,5,2309,0,1,0,0,0,1,True,False,False,False,False,False,False,False,False,1,0
24,3,1254,0,0,0,0,0,0,True,False,False,True,False,False,False,False,False,1,0
50,2,18,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,0,1
58,0,0,0,0,0,1,0,0,False,False,False,True,False,False,False,False,True,0,1
41,3,204,0,0,0,0,0,0,False,True,True,False,True,False,True,False,False,0,1
56,5,1592,0,0,0,0,0,1,False,False,False,False,False,False,False,False,True,1,0
48,5,16,0,0,0,0,0,0,False,True,False,False,True,False,False,True,False,0,0
56,1,23,1,0,1,1,1,1,False,False,True,False,True,False,False,False,True,1,0
38,2,2141,0,0,0,0,0,0,False,False,False,False,False,False,True,False,False,1,0
40,7,171,1,0,0,0,0,0,False,False,False,False,True,False,True,False,False,0,0
56,2,1748,0,0,0,0,0,0,False,True,True,False,False,False,False,False,True,0,1
60,6,208,0,0,1,0,0,0,False,False,False,False,False,False,False,False,True,1,0
49,10,325,0,0,0,0,0,0,False,False,True,False,False,False,False,True,False,0,1
55,3,325,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,1,0
33,5,1544,0,0,0,1,0,0,False,False,False,False,True,True,False,False,False,0,1
45,1,613,0,0,0,0,0,1,False,False,False,False,False,False,True,False,False,0,1
58,4,1614,1,0,0,0,0,0,False,False,False,False,False,False,False,False,True,0,1
33,2,323,1,0,0,0,0,0,False,True,True,False,False,True,False,False,False,0,1
60,1,66,0,0,0,0,0,0,False,True,False,False,True,False,False,False,True,1,0
58,5,1843,1,0,0,0,0,1,False,False,True,False,False,False,False,False,True,0,1
21,5,2179,0,0,0,0,0,1,True,False,True,False,False,False,False,False,False,0,1
62,6,1946,0,0,1,0,0,1,False,True,True,False,False,False,False,False,True,0,1
48,1,80,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,0,1
58,2,2277,0,0,0,0,0,0,False,True,False,False,False,False,False,False,True,1,0
59,5,1769,0,0,0,0,0,1,False,True,True,False,False,False,False,False,True,1,0
58,5,1,0,0,0,1,0,0,False,False,True,False,True,False,False,False,True,0,1
54,2,1519,0,0,1,0,0,0,False,True,False,False,False,False,False,True,False,0,1
60,2,2083,0,0,0,1,0,1,False,False,True,True,False,False,False,False,True,1,0
60,2,46,0,0,0,0,0,0,False,False,False,True,False,False,False,False,True,0,1
23,6,1622,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,1,0
44,4,75,0,0,0,0,0,0,False,True,False,False,True,False,True,False,False,1,0
51,3,284,0,0,0,1,0,0,False,False,False,False,True,False,False,True,False,0,1
56,2,2076,0,0,0,0,0,0,False,False,False,False,False,False,False,False,True,1,0
51,4,1827,0,0,0,0,0,0,False,False,True,True,False,False,False,True,False,0,1
60,9,2066,0,0,0,1,0,0,False,True,False,True,False,False,False,False,True,0,1
46,2,363,0,0,0,0,0,0,False,False,False,False,False,False,False,True,False,0,1
23,8,477,0,0,0,0,0,0,True,False,False,True,False,False,False,False,False,1,0
62,2,328,0,0,0,0,0,0,False,True,True,False,False,False,False,False,True,1,0
55,5,272,0,0,1,0,0,0,False,False,False,False,False,False,False,True,False,0,1
54,5,1899,0,0,0,0,0,0,False,True,False,False,False,False,False,True,False,1,0
